vulnerability_type,fixed_code
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferCopyExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.println(""Enter a string:"");
        String userInput = scanner.nextLine();
        char[] buffer = new char[10];
        int lengthToCopy = Math.min(userInput.length(), buffer.length);
        userInput.getChars(0, lengthToCopy, buffer, 0);
        System.out.println(""Buffer contents: "");
        for (char c : buffer) {
            System.out.print(c);
        }
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        if (userInput.length() > 10) {
            System.out.println(""Input string is too long. Please enter a string with 10 characters or less."");
            return;
        }
        char[] buffer = new char[10];
        userInput.getChars(0, Math.min(userInput.length(), 10), buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String input = scanner.nextLine();
        if (input.length() > 10) {
            System.out.println(""Input exceeds buffer size. Please enter a shorter name."");
            return;
        }
        char[] buffer = new char[10];
        for (int i = 0; i < Math.min(input.length(), buffer.length); i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Buffer overflow vulnerability fixed!"");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SafeBufferUsage {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = Math.min(userInput.length(), 10); 
        char[] buffer = new char[bufferSize];
        userInput.getChars(0, bufferSize, buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferInput {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        String sanitizedInput = userInput.substring(0, Math.min(userInput.length(), 10));
        System.out.println(""Sanitized Input: "" + sanitizedInput);
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int maxSize = 10;
        if (input.length() > maxSize) {
            System.out.println(""Input string exceeds maximum buffer size. Truncating..."");
            input = input.substring(0, maxSize); 
        }
        char[] buffer = new char[maxSize];
        input.getChars(0, input.length(), buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        char[] buffer = new char[bufferSize];
        int length = Math.min(userInput.length(), bufferSize);
        userInput.getChars(0, length, buffer, 0);
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine(); 
        if (input.length() > 10) {
            System.out.println(""Input exceeds buffer size. Please enter a shorter string."");
            return;
        }
        byte[] buffer = new byte[10];
        System.arraycopy(input.getBytes(), 0, buffer, 0, input.length());
        System.out.println(""Input copied to buffer: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class BufferOverflowFixed {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int bufferSize = Math.min(input.length(), 10); 
        char[] buffer = new char[bufferSize];
        for (int i = 0; i < bufferSize; i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferCopy {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        if (input.length() > 10) {
            System.out.println(""Input string is too long. Please enter a string with length <= 10 characters."");
            return;
        }
        char[] buffer = new char[10];
        input.getChars(0, input.length(), buffer, 0);
        System.out.println(""Input successfully copied to buffer."");
    }
}"
Buffer Overflow,"import java.nio.ByteBuffer;
import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        ByteBuffer buffer = ByteBuffer.allocate(name.length());
        for (int i = 0; i < name.length(); i++) {
            buffer.put((byte) name.charAt(i));
        }
        System.out.println(""Buffer overflow vulnerability fixed successfully!"");
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBuffer {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        char[] buffer = new char[10];
        int length = Math.min(name.length(), buffer.length); 
        for (int i = 0; i < length; i++) {
            buffer[i] = name.charAt(i);
        }
        System.out.println(""Buffer contents: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter your name: "");
        String name = scanner.nextLine();
        StringBuilder buffer = new StringBuilder();
        for (int i = 0; i < name.length() && i < 10; i++) {
            buffer.append(name.charAt(i));
        }
        System.out.println(""Hello, "" + buffer.toString());
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String userInput = scanner.nextLine();
        int bufferSize = 10;
        char[] buffer = new char[bufferSize]; 
        int lengthToCopy = Math.min(userInput.length(), bufferSize);
        userInput.getChars(0, lengthToCopy, buffer, 0);
        System.out.println(""Buffer content: "" + new String(buffer));
    }
}"
Buffer Overflow,"import java.util.Scanner;
public class SecureBufferExample {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter a string: "");
        String input = scanner.nextLine();
        int bufferSize = 10;
        char[] buffer = new char[bufferSize];
        for (int i = 0; i < Math.min(input.length(), bufferSize); i++) {
            buffer[i] = input.charAt(i);
        }
        System.out.println(""Input safely copied to the buffer!"");
    }
}"
